timestamps,TP9,AF7,AF8,TP10,Right AUX
1739045405.374,10.742,-260.742,-247.070,3.906,0.000
1739045405.378,-26.367,102.051,-226.074,36.133,0.000
1739045405.382,54.199,-178.711,-287.109,57.617,0.000
1739045405.386,66.406,-287.598,-324.707,74.219,0.000
1739045405.390,34.668,-218.262,-337.402,98.145,0.000
1739045405.394,5.859,-120.117,-294.434,104.004,0.000
1739045405.398,-9.766,-416.992,-408.203,108.398,0.000
1739045405.402,19.531,-691.406,-448.242,61.035,0.000
1739045405.405,31.738,-273.926,-343.262,-23.926,0.000
1739045405.409,45.898,-182.617,-363.770,-29.785,0.000
1739045405.413,41.016,-434.570,-408.691,-17.578,0.000
1739045405.417,40.527,-240.234,-332.031,-45.898,0.000
1739045405.421,90.332,10.742,-337.891,-75.195,0.000
1739045405.425,73.730,-132.324,-448.242,-63.965,0.000
1739045405.429,-14.160,-666.992,-605.469,-18.555,0.000
1739045405.433,-38.086,-616.211,-547.363,14.648,0.000
1739045405.437,24.414,-106.445,-422.852,-19.043,0.000
1739045405.441,42.480,-277.832,-523.438,-45.410,0.000
1739045405.445,-49.316,-425.293,-543.945,-9.766,0.000
1739045405.448,-78.613,-360.352,-461.914,24.902,0.000
1739045405.452,-62.988,-288.086,-434.570,19.043,0.000
1739045405.456,-81.543,-489.746,-539.062,47.852,0.000
1739045405.460,-78.125,-856.445,-574.219,115.723,0.000
1739045405.464,-72.754,-429.199,-342.285,65.430,0.000
1739045405.468,-59.570,-65.430,-310.059,10.254,0.000
1739045405.472,-56.152,-323.730,-361.328,-24.902,0.000
1739045405.476,-57.617,-342.773,-337.402,-69.336,0.000
1739045405.480,-48.828,-77.637,-292.969,-73.730,0.000
1739045405.484,-47.363,-127.930,-349.609,-41.016,0.000
1739045405.487,-56.641,-339.355,-408.203,-62.012,0.000
1739045405.491,-24.902,-345.215,-421.875,-34.668,0.000
1739045405.495,-12.207,-406.250,-488.281,-3.418,0.000
1739045405.499,3.906,-406.250,-495.117,-74.707,0.000
1739045405.503,36.621,-508.789,-518.555,-77.148,0.000
1739045405.507,34.668,-680.176,-508.789,-47.363,0.000
1739045405.511,-44.922,-435.059,-389.160,-32.715,0.000
1739045405.515,-120.605,-254.395,-327.637,-28.809,0.000
1739045405.519,-71.777,-602.051,-373.535,-15.137,0.000
1739045405.523,-39.062,-493.652,-214.355,-16.602,0.000
1739045405.526,-28.809,-11.230,-31.738,-30.762,0.000
1739045405.530,-29.785,-121.094,-46.875,-44.434,0.000
1739045405.534,-27.832,-249.512,-44.922,-29.297,0.000
1739045405.538,-7.812,-40.039,79.590,-26.855,0.000
1739045405.542,20.508,119.629,112.305,-65.430,0.000
1739045405.546,54.688,-35.156,44.434,-35.156,0.000
1739045405.550,90.820,-308.105,2.441,20.996,0.000
1739045405.554,102.539,-199.219,89.844,1.465,0.000
1739045405.558,73.730,176.270,188.965,-22.949,0.000
1739045405.562,49.316,-83.984,17.090,8.301,0.000
1739045405.566,59.082,-555.176,-57.129,12.207,0.000
1739045405.569,76.660,-157.227,138.672,-83.496,0.000
1739045405.573,96.191,183.105,164.551,-115.234,0.000
1739045405.577,106.934,71.289,136.719,-54.688,0.000
1739045405.581,70.312,113.281,149.414,-35.156,0.000
1739045405.585,73.242,325.195,176.758,-50.781,0.000
1739045405.589,91.309,106.934,82.520,-49.805,0.000
1739045405.593,42.969,-48.340,100.098,-26.367,0.000
1739045405.597,73.242,-110.840,90.332,-21.973,0.000
1739045405.601,75.195,38.086,118.164,-84.961,0.000
1739045405.605,28.809,307.617,169.434,-90.820,0.000
1739045405.609,59.570,-227.539,-4.883,-11.230,0.000
1739045405.612,69.824,-201.172,82.031,9.766,0.000
1739045405.616,69.824,487.305,262.695,-41.016,0.000
1739045405.620,103.027,382.812,182.129,7.812,0.000
1739045405.624,102.539,197.266,175.293,79.102,0.000
1739045405.628,53.711,254.395,186.035,24.902,0.000
1739045405.632,35.156,300.781,209.961,-8.301,0.000
1739045405.636,44.922,250.000,211.914,-22.461,0.000
1739045405.640,58.105,148.926,173.340,-23.926,0.000
1739045405.644,60.059,82.520,144.043,65.430,0.000
1739045405.648,84.473,217.285,183.594,132.324,0.000
1739045405.652,134.766,119.141,96.191,69.824,0.000
1739045405.656,88.379,-383.789,28.809,20.996,0.000
1739045405.659,27.344,111.328,236.328,29.785,0.000
1739045405.663,15.137,416.504,202.637,6.348,0.000
1739045405.667,40.039,54.199,89.355,-30.273,0.000
1739045405.671,19.531,91.309,123.535,-21.973,0.000
1739045405.675,11.719,358.887,185.547,25.391,0.000
1739045405.679,104.004,353.516,164.062,74.707,0.000
1739045405.683,126.953,62.500,103.027,61.035,0.000
1739045405.687,34.668,38.086,106.445,12.695,0.000
1739045405.691,-87.891,117.676,142.090,31.738,0.000
1739045405.695,-86.914,-9.766,118.164,59.082,0.000
1739045405.698,-23.926,-53.711,184.082,19.043,0.000
1739045405.702,-27.344,195.801,267.578,-21.973,0.000
1739045405.706,-38.574,448.730,273.438,-0.488,0.000
1739045405.710,-21.484,357.910,227.051,17.090,0.000
1739045405.714,-13.184,126.953,203.613,26.367,0.000
1739045405.718,-42.480,275.879,275.391,63.965,0.000
1739045405.722,-55.176,514.648,279.785,70.801,0.000
1739045405.726,-30.273,342.285,215.332,37.109,0.000
1739045405.730,-32.227,-281.250,116.699,10.742,0.000
1739045405.734,-43.945,-64.453,177.734,1.465,0.000
1739045405.738,-46.875,290.527,196.777,31.738,0.000
1739045405.741,-50.293,-63.965,41.016,-20.508,0.000
1739045405.745,-49.805,-338.379,16.602,-63.477,0.000
1739045405.749,-51.270,4.883,132.324,-33.691,0.000
1739045405.753,-44.434,300.781,127.930,-14.648,0.000
1739045405.757,-86.426,117.188,49.805,7.324,0.000
1739045405.761,-108.887,62.012,34.668,19.043,0.000
1739045405.765,-86.426,253.418,94.727,25.879,0.000
1739045405.769,-88.867,239.746,77.148,-9.766,0.000
1739045405.773,-99.609,-30.273,-33.691,-47.363,0.000
1739045405.777,-129.883,-211.914,-65.430,25.391,0.000
1739045405.781,-131.348,-28.809,18.066,55.664,0.000
1739045405.784,-79.102,-11.719,1.953,-19.043,0.000
1739045405.788,-38.086,-618.652,-226.562,-14.160,0.000
1739045405.792,-54.688,-632.324,-186.035,-6.836,0.000
1739045405.796,-130.371,119.141,120.117,-16.113,0.000
1739045405.800,-128.418,67.871,17.578,8.789,0.000
1739045405.804,-96.680,-164.062,-29.785,9.766,0.000
1739045405.808,-101.562,-62.500,37.598,-11.719,0.000
1739045405.812,-110.840,-78.613,25.391,-12.695,0.000
1739045405.816,-89.355,-200.195,-33.691,23.438,0.000
1739045405.820,-63.477,-231.934,-77.148,13.184,0.000
1739045405.823,-85.449,-74.707,2.441,-20.508,0.000
1739045405.827,-89.844,-41.016,-23.926,0.977,0.000
1739045405.831,-71.777,-424.805,-276.855,-39.062,0.000
1739045405.835,-91.309,-685.059,-347.168,-94.238,0.000
1739045405.839,-139.648,-294.922,-154.297,-95.215,0.000
1739045405.843,-132.324,-80.078,-171.387,-79.590,0.000
1739045405.847,-46.875,-448.242,-301.758,-77.637,0.000
1739045405.851,-34.180,-565.430,-311.523,-69.824,0.000
1739045405.855,-137.695,-204.590,-191.895,-59.082,0.000
1739045405.859,-151.855,-188.965,-220.703,-35.645,0.000
1739045405.863,-127.441,-432.617,-258.789,-23.438,0.000
1739045405.866,-112.793,-445.801,-247.070,-34.180,0.000
1739045405.870,-117.676,-434.082,-274.414,-20.508,0.000
1739045405.874,-119.141,-562.500,-278.809,-17.578,0.000
1739045405.878,-92.285,-705.566,-324.707,-30.762,0.000
1739045405.882,-82.031,-703.125,-309.082,-38.086,0.000
1739045405.886,-70.801,-399.902,-212.402,-55.664,0.000
1739045405.890,-63.477,-298.340,-250.000,-43.457,0.000
1739045405.894,-85.449,-656.738,-336.914,21.973,0.000
1739045405.898,-98.145,-588.867,-240.234,-4.883,0.000
1739045405.902,-78.613,-176.758,-178.223,-83.008,0.000
1739045405.906,-79.102,-278.809,-229.492,-64.453,0.000
1739045405.909,-80.566,-438.965,-244.141,-104.980,0.000
1739045405.913,-65.430,-230.957,-164.551,-66.406,0.000
1739045405.917,-35.156,-84.473,-142.578,-25.879,0.000
1739045405.921,3.418,-237.793,-240.723,-99.609,0.000
1739045405.925,-20.020,-541.504,-351.074,-90.332,0.000
1739045405.929,-96.191,-461.914,-297.852,-73.242,0.000
1739045405.933,-50.781,-279.297,-239.258,-41.504,0.000
1739045405.937,-11.230,-543.945,-371.582,-4.883,0.000
1739045405.941,-85.938,-787.109,-436.035,-35.645,0.000
1739045405.945,-73.730,-258.789,-157.715,-42.969,0.000
1739045405.948,-64.453,5.371,-166.504,-13.672,0.000
1739045405.952,-62.012,-250.977,-235.352,-37.598,0.000
1739045405.956,-32.715,-182.129,-126.953,-48.340,0.000
1739045405.960,-68.359,11.719,-114.746,-8.789,0.000
1739045405.964,-69.336,-217.285,-251.953,-13.672,0.000
1739045405.968,2.930,-374.023,-281.250,-14.160,0.000
1739045405.972,-18.066,-366.211,-283.203,9.766,0.000
1739045405.976,-28.809,-317.871,-260.742,-55.664,0.000
1739045405.980,10.742,-57.129,-186.035,-89.355,0.000
1739045405.984,16.602,-513.184,-381.348,-48.828,0.000
1739045405.988,-13.672,-610.352,-350.586,-46.875,0.000
1739045405.991,-19.531,-112.793,-234.375,-56.641,0.000
1739045405.995,0.000,-322.266,-357.910,-62.500,0.000
1739045405.999,9.277,-379.395,-290.039,-69.824,0.000
1739045406.003,16.602,-104.004,-192.383,-56.152,0.000
1739045406.007,58.594,112.793,-185.059,-18.555,0.000
1739045406.011,49.805,-83.008,-259.766,-27.344,0.000
1739045406.015,0.488,-377.441,-346.680,-46.875,0.000
1739045406.019,-13.184,-404.785,-330.566,-20.996,0.000
1739045406.023,-12.207,-194.824,-190.430,10.742,0.000
1739045406.027,19.043,-245.117,-276.855,-6.836,0.000
1739045406.031,33.203,-826.172,-436.523,-26.367,0.000
1739045406.034,31.738,-378.418,-98.633,-68.848,0.000
1739045406.038,32.715,118.164,1.465,-28.809,0.000
1739045406.042,0.000,-144.043,-91.797,32.227,0.000
1739045406.046,-14.160,-138.184,-55.664,-15.625,0.000
1739045406.050,7.324,1.953,-42.480,-31.250,0.000
1739045406.054,42.969,-208.984,-192.383,-26.855,0.000
1739045406.058,57.617,-313.477,-183.105,-26.367,0.000
1739045406.062,31.250,-154.785,-65.430,-24.902,0.000
1739045406.066,64.941,-200.195,-128.906,-32.715,0.000
1739045406.070,89.355,-193.848,-162.109,-33.203,0.000
1739045406.073,76.660,-571.289,-311.523,-21.973,0.000
1739045406.077,59.082,-593.750,-224.609,-31.738,0.000
1739045406.081,71.777,143.066,38.086,-63.965,0.000
1739045406.085,130.859,83.496,-68.848,-25.879,0.000
1739045406.089,82.031,-129.395,-110.352,22.461,0.000
1739045406.093,11.719,64.941,-1.953,-10.742,0.000
1739045406.097,47.852,222.656,26.855,-64.453,0.000
1739045406.101,61.523,0.977,-86.914,-50.293,0.000
1739045406.105,52.734,-137.207,-115.234,-20.996,0.000
1739045406.109,19.531,23.926,-1.953,-36.133,0.000
1739045406.113,21.484,-10.742,-16.602,-17.090,0.000
1739045406.116,67.383,-321.289,-148.926,66.406,0.000
1739045406.120,69.336,-647.949,-232.422,67.871,0.000
1739045406.124,-7.324,-146.973,19.043,22.461,0.000
1739045406.128,-20.020,216.309,90.332,-8.789,0.000
1739045406.132,23.438,-71.777,-11.719,-65.430,0.000
1739045406.136,41.016,-75.195,-3.418,-60.547,0.000
1739045406.140,50.293,182.617,71.289,3.418,0.000
1739045406.144,11.230,251.953,85.449,-6.348,0.000
1739045406.148,-14.648,33.691,-44.434,-55.664,0.000
1739045406.152,-15.625,-161.133,-109.375,-56.152,0.000
1739045406.156,15.625,-16.602,-42.480,-67.871,0.000
1739045406.159,39.551,79.102,-43.457,-55.664,0.000
1739045406.163,65.918,-417.480,-233.398,-18.555,0.000
1739045406.167,60.547,-346.191,-179.688,-14.648,0.000
1739045406.171,30.273,247.070,-0.977,-25.391,0.000
1739045406.175,8.301,51.758,-145.996,-3.418,0.000
1739045406.179,29.297,-31.250,-162.598,-2.930,0.000
1739045406.183,41.992,195.801,-33.691,-6.836,0.000
1739045406.187,-17.578,364.258,20.020,18.066,0.000
1739045406.191,-16.113,194.336,-105.469,26.855,0.000
1739045406.195,-17.578,52.734,-145.020,-31.738,0.000
1739045406.199,-24.414,234.863,-11.719,-47.852,0.000
1739045406.202,-6.836,310.059,-23.926,-17.090,0.000
1739045406.206,17.090,-99.121,-251.953,-14.648,0.000
1739045406.210,25.879,-282.715,-226.074,14.160,0.000
1739045406.214,8.789,151.855,7.812,-0.977,0.000
1739045406.218,43.457,380.859,41.016,-10.742,0.000
1739045406.222,78.125,-49.316,-165.039,64.453,0.000
1739045406.226,10.254,-491.699,-301.270,62.500,0.000
1739045406.230,-36.133,69.336,4.395,-14.648,0.000
1739045406.234,-0.488,98.145,-52.246,-31.738,0.000
1739045406.238,-5.371,-153.809,-157.715,-108.398,0.000
1739045406.242,-28.320,-5.371,-87.891,-103.027,0.000
1739045406.245,-0.488,-49.805,-166.504,-30.762,0.000
1739045406.249,-8.789,-15.137,-159.180,-76.660,0.000
1739045406.253,-58.594,-149.414,-226.074,-64.453,0.000
1739045406.257,-64.941,-199.219,-218.262,-47.852,0.000
1739045406.261,-35.156,169.434,-49.316,-73.730,0.000
1739045406.265,-51.270,151.367,-100.586,-67.871,0.000
1739045406.269,-77.148,-168.457,-238.770,-32.715,0.000
1739045406.273,-105.957,-98.145,-153.320,-6.836,0.000
1739045406.277,-153.320,150.879,-45.410,-18.066,0.000
1739045406.281,-176.270,34.668,-145.508,-11.230,0.000
1739045406.285,-167.969,-433.594,-270.996,-40.527,0.000
1739045406.288,-129.883,-229.980,-63.965,-59.570,0.000
1739045406.292,-114.258,59.082,-44.434,-10.742,0.000
1739045406.296,-142.090,-310.547,-262.207,23.438,0.000
1739045406.300,-155.273,-561.523,-275.391,-18.066,0.000
1739045406.304,-166.016,-367.676,-125.977,-91.797,0.000
1739045406.308,-155.762,11.719,2.930,-155.273,0.000
1739045406.312,-128.418,-227.539,-156.250,-149.414,0.000
1739045406.316,-86.426,-395.020,-218.750,-84.473,0.000
1739045406.320,-88.379,28.809,6.836,-101.074,0.000
1739045406.324,-104.980,197.754,36.133,-115.723,0.000
1739045406.328,-77.637,-342.285,-223.633,-59.570,0.000
1739045406.331,-85.938,-695.312,-291.016,-28.809,0.000
1739045406.335,-85.938,-78.125,-45.898,-46.875,0.000
1739045406.339,-41.504,-154.297,-221.680,-74.219,0.000
1739045406.343,-73.242,-377.441,-309.082,-84.961,0.000
1739045406.347,-119.629,-370.117,-285.156,-65.918,0.000
1739045406.351,-74.707,-256.348,-228.027,-62.012,0.000
1739045406.355,-53.711,-143.066,-203.613,-78.613,0.000
1739045406.359,-82.520,-638.672,-361.328,-27.832,0.000
1739045406.363,-173.340,-619.629,-245.117,-18.066,0.000
1739045406.366,-210.449,47.363,20.508,-38.574,0.000
1739045406.370,-165.527,-25.391,-54.688,-1.465,0.000
1739045406.374,-153.320,-212.402,-78.613,13.184,0.000
1739045406.378,-150.391,-62.500,14.648,52.246,0.000
1739045406.382,-127.930,91.309,61.523,33.203,0.000
1739045406.386,-70.801,-114.746,-62.500,-66.406,0.000
1739045406.390,-48.828,-433.594,-200.195,-122.070,0.000
1739045406.394,-67.871,-368.164,-191.406,-128.906,0.000
1739045406.398,-86.426,-299.805,-198.730,-100.586,0.000
1739045406.402,-96.191,-447.266,-315.918,-61.523,0.000
1739045406.406,-88.867,-704.102,-377.441,-36.621,0.000
1739045406.409,-112.793,-245.605,-94.238,-22.461,0.000
1739045406.413,-88.379,-82.031,-167.480,-29.297,0.000
1739045406.417,-95.215,-409.668,-273.438,-65.918,0.000
1739045406.421,-170.410,-250.000,-132.812,-66.895,0.000
1739045406.425,-162.109,26.855,-43.457,-62.012,0.000
1739045406.429,-126.465,18.555,-63.965,-65.918,0.000
1739045406.433,-120.605,-269.531,-204.590,-77.148,0.000
1739045406.437,-94.238,-289.551,-187.500,-62.500,0.000
1739045406.441,-110.840,-260.254,-201.172,-11.719,0.000
1739045406.445,-150.391,-262.695,-207.031,-43.945,0.000
1739045406.449,-158.203,-599.121,-332.520,-83.984,0.000
1739045406.452,-163.086,-681.152,-256.836,-118.652,0.000
1739045406.456,-135.254,-7.324,37.109,-169.922,0.000
1739045406.460,-137.207,-16.113,-39.062,-165.527,0.000
1739045406.464,-160.156,-228.027,-82.031,-150.879,0.000
1739045406.468,-161.621,-84.473,-8.789,-119.141,0.000
1739045406.472,-174.316,3.418,-33.203,-145.508,0.000
1739045406.476,-167.480,-306.641,-222.656,-184.082,0.000
1739045406.480,-182.129,-395.020,-197.754,-168.457,0.000
1739045406.484,-206.055,-133.789,-25.391,-192.871,0.000
1739045406.488,-187.988,-212.402,-114.258,-211.914,0.000
1739045406.492,-176.758,-523.926,-309.082,-206.543,0.000
1739045406.495,-170.898,-739.746,-326.660,-207.520,0.000
1739045406.499,-142.578,-277.832,-52.734,-199.219,0.000
1739045406.503,-151.855,69.336,-2.441,-191.406,0.000
1739045406.507,-192.383,-247.070,-158.203,-170.898,0.000
1739045406.511,-177.246,-354.492,-188.477,-181.152,0.000
1739045406.515,-138.184,-65.430,-62.500,-176.270,0.000
1739045406.519,-151.855,-33.691,-58.105,-145.996,0.000
1739045406.523,-146.973,-310.059,-218.750,-106.934,0.000
1739045406.527,-121.582,-483.887,-283.203,-144.043,0.000
1739045406.531,-118.164,-319.824,-263.184,-160.645,0.000
1739045406.534,-102.051,-284.180,-312.500,-121.582,0.000
1739045406.538,-119.629,-710.938,-443.848,-132.812,0.000
1739045406.542,-138.184,-670.410,-378.418,-143.555,0.000
1739045406.546,-135.254,-33.203,-163.086,-147.949,0.000
1739045406.550,-125.977,-75.684,-251.465,-126.953,0.000
1739045406.554,-83.984,-300.293,-293.457,-98.145,0.000
1739045406.558,-103.027,-139.648,-212.402,-81.055,0.000
1739045406.562,-152.344,41.992,-188.965,-98.145,0.000
1739045406.566,-105.957,-99.609,-237.305,-76.660,0.000
1739045406.570,-96.191,-275.391,-272.461,-16.602,0.000
1739045406.574,-95.703,-100.098,-146.484,27.832,0.000
1739045406.577,-46.387,55.176,-54.199,-16.602,0.000
1739045406.581,-63.477,-229.492,-244.629,-98.145,0.000
1739045406.585,-102.539,-671.875,-322.754,-74.219,0.000
1739045406.589,-87.402,-252.441,-53.711,-44.922,0.000
1739045406.593,-54.199,177.734,20.996,-19.531,0.000
1739045406.597,-31.250,-236.328,-175.293,13.672,0.000
1739045406.601,-13.184,-285.645,-162.598,14.648,0.000
1739045406.605,-8.301,135.742,34.668,36.621,0.000
1739045406.609,-28.809,215.332,12.207,68.848,0.000
1739045406.613,-20.508,-179.199,-83.496,11.230,0.000
1739045406.617,35.645,-266.113,-70.801,-20.020,0.000
1739045406.620,8.301,-83.496,-65.430,73.730,0.000
1739045406.624,-47.363,-80.078,-93.750,80.078,0.000
1739045406.628,-28.320,-242.188,-138.672,18.066,0.000
1739045406.632,5.371,-287.598,-103.516,10.254,0.000
1739045406.636,-14.160,48.828,6.348,50.293,0.000
1739045406.640,-3.906,180.176,8.301,63.477,0.000
1739045406.644,45.898,-447.754,-216.797,61.035,0.000
1739045406.648,48.340,-550.781,-191.895,34.668,0.000
1739045406.652,-10.254,162.598,53.711,16.602,0.000
1739045406.656,-75.684,-26.367,-73.730,49.805,0.000
1739045406.660,-82.031,-207.520,-101.074,65.918,0.000
1739045406.663,-35.645,20.020,6.836,45.898,0.000
1739045406.667,7.812,142.578,26.367,77.637,0.000
1739045406.671,52.734,-25.391,-67.383,103.027,0.000
1739045406.675,37.109,-345.215,-247.070,53.223,0.000
1739045406.679,-31.250,-327.637,-196.777,52.734,0.000
1739045406.683,-7.812,-5.859,-3.418,44.922,0.000
1739045406.687,5.859,-217.285,-178.711,16.602,0.000
1739045406.691,8.789,-722.168,-376.465,0.488,0.000
1739045406.695,12.695,-249.023,-83.008,-41.992,0.000
1739045406.699,-27.344,53.711,-23.438,-46.387,0.000
1739045406.703,-8.789,-263.184,-147.949,15.137,0.000
1739045406.706,22.461,-269.531,-110.840,45.410,0.000
1739045406.710,-15.137,-113.281,-82.031,-24.414,0.000
1739045406.714,-24.902,-393.066,-268.555,-77.637,0.000
1739045406.718,-51.270,-571.777,-307.129,-142.578,0.000
1739045406.722,-56.641,-537.109,-253.906,-169.434,0.000
1739045406.726,-34.180,-491.699,-270.020,-147.461,0.000
1739045406.730,-79.102,-396.484,-241.211,-131.836,0.000
1739045406.734,-129.883,-672.852,-327.148,-76.660,0.000
1739045406.738,-100.586,-637.207,-272.949,-113.281,0.000
1739045406.742,-62.012,-107.910,-102.051,-206.055,0.000
1739045406.745,-95.703,-176.758,-203.125,-185.547,0.000
1739045406.749,-101.074,-423.340,-263.184,-134.766,0.000
1739045406.753,-107.910,-249.512,-166.016,-139.648,0.000
1739045406.757,-91.309,-34.668,-139.648,-166.992,0.000
1739045406.761,-42.480,-201.172,-250.488,-151.367,0.000
1739045406.765,-13.672,-352.539,-317.383,-98.145,0.000
1739045406.769,-29.297,-412.598,-299.316,-70.312,0.000
1739045406.773,-33.691,-319.824,-210.449,-110.840,0.000
1739045406.777,23.926,-406.738,-312.500,-126.953,0.000
1739045406.781,22.949,-750.488,-396.484,-73.730,0.000
1739045406.784,8.789,-270.996,-92.773,-75.195,0.000
1739045406.788,-27.832,130.859,-36.133,-71.777,0.000
1739045406.792,-65.430,-124.023,-122.070,-37.109,0.000
1739045406.796,-9.766,-154.297,-89.844,-31.250,0.000
1739045406.800,50.781,111.328,-22.949,8.301,0.000
1739045406.804,42.480,90.332,-70.801,48.828,0.000
1739045406.808,-21.484,-225.586,-185.059,24.902,0.000
1739045406.812,-34.668,-264.648,-154.297,-6.836,0.000
1739045406.816,-27.832,-190.918,-176.758,8.301,0.000
1739045406.820,-47.852,-190.430,-190.918,31.250,0.000
1739045406.824,-67.383,-586.914,-306.152,98.145,0.000
1739045406.827,-36.621,-620.605,-228.516,44.922,0.000
1739045406.831,-1.953,91.309,22.949,17.090,0.000
1739045406.835,-40.039,3.418,-85.938,85.449,0.000
1739045406.839,-67.871,-213.867,-103.516,68.359,0.000
1739045406.843,-57.617,-45.898,-27.344,40.527,0.000
1739045406.847,-58.594,124.512,-7.812,11.230,0.000
1739045406.851,-47.852,-13.184,-108.887,50.293,0.000
1739045406.855,-47.852,-179.688,-150.879,74.707,0.000
1739045406.859,-52.246,5.371,-53.711,65.430,0.000
1739045406.863,-41.992,-30.273,-145.020,54.688,0.000
1739045406.867,-14.160,-312.988,-329.102,47.852,0.000
1739045406.870,0.488,-651.367,-397.949,52.734,0.000
1739045406.874,-9.766,-288.086,-199.707,14.160,0.000
1739045406.878,-23.926,123.535,-161.621,16.602,0.000
1739045406.882,-46.387,-154.785,-253.906,47.852,0.000
1739045406.886,-41.016,-210.449,-247.559,53.223,0.000
1739045406.890,-21.484,40.527,-181.152,40.527,0.000
1739045406.894,1.953,60.059,-202.148,23.926,0.000
1739045406.898,25.391,-417.969,-311.035,72.266,0.000
1739045406.902,-6.348,-607.422,-284.180,124.512,0.000
1739045406.906,-12.207,-167.969,-151.367,82.031,0.000
1739045406.910,10.742,-204.102,-212.891,30.273,0.000
1739045406.913,26.855,-458.496,-238.281,49.805,0.000
1739045406.917,25.391,-227.051,-77.148,78.125,0.000
1739045406.921,38.574,73.730,-14.160,6.836,0.000
1739045406.925,80.566,71.289,-68.848,14.160,0.000
1739045406.929,53.223,-549.316,-321.777,98.633,0.000
1739045406.933,35.645,-617.188,-257.812,64.941,0.000
1739045406.937,24.414,56.641,-12.207,-20.020,0.000
1739045406.941,-6.348,-14.160,-142.090,-24.902,0.000
1739045406.945,-10.742,-208.008,-225.586,-4.883,0.000
1739045406.949,-17.578,-26.367,-83.984,-16.602,0.000
1739045406.953,8.301,106.934,-61.523,-11.719,0.000
1739045406.956,38.086,-223.633,-291.504,13.672,0.000
1739045406.960,19.043,-667.480,-395.996,10.742,0.000
1739045406.964,43.457,-353.027,-202.148,-8.301,0.000
1739045406.968,31.738,110.840,-51.758,-10.254,0.000
1739045406.972,-65.918,-162.598,-182.129,0.977,0.000
1739045406.976,-94.727,-284.180,-195.312,-1.465,0.000
1739045406.980,-80.078,78.125,15.137,-23.438,0.000
1739045406.984,-44.434,143.066,33.203,-26.367,0.000
1739045406.988,-12.695,-66.895,-28.320,11.230,0.000
1739045406.992,20.508,-114.746,-39.062,-18.066,0.000
1739045406.995,45.410,-156.250,-49.805,-59.082,0.000
1739045406.999,14.648,-100.098,-51.758,-39.551,0.000
1739045407.003,-6.348,-359.863,-113.281,4.395,0.000
1739045407.007,0.977,-435.059,-68.848,2.930,0.000
1739045407.011,-2.930,103.027,60.547,-56.641,0.000
1739045407.015,41.016,120.117,-11.719,-69.336,0.000
1739045407.019,64.941,-270.996,-133.789,-41.504,0.000
1739045407.023,7.812,-156.738,-54.199,-34.180,0.000
1739045407.027,18.066,178.711,19.531,-46.387,0.000
1739045407.031,74.219,7.324,-86.426,-58.105,0.000
1739045407.035,61.523,-168.945,-140.137,-43.945,0.000
1739045407.038,48.340,10.742,-31.250,2.441,0.000
1739045407.042,42.480,152.832,16.113,22.949,0.000
1739045407.046,71.777,-41.992,-88.379,-5.371,0.000
1739045407.050,58.594,-364.258,-251.953,-32.227,0.000
1739045407.054,-3.906,-277.344,-159.180,-42.480,0.000
1739045407.058,-0.977,109.375,34.668,-47.363,0.000
1739045407.062,57.129,-120.605,-156.738,-16.113,0.000
1739045407.066,82.031,-630.371,-322.266,9.277,0.000
1739045407.070,24.414,-126.465,0.488,-31.738,0.000
1739045407.074,48.340,213.379,47.852,-46.875,0.000
1739045407.078,96.191,-157.715,-109.375,-3.906,0.000
1739045407.081,62.500,-104.980,-60.059,-4.395,0.000
1739045407.085,30.762,199.707,25.879,-11.719,0.000
1739045407.089,55.176,-23.438,-114.258,17.090,0.000
1739045407.093,57.617,-239.746,-224.121,18.066,0.000
1739045407.097,38.086,-252.441,-243.164,-25.879,0.000
1739045407.101,16.113,-170.410,-199.707,-41.016,0.000
1739045407.105,3.906,54.688,-152.832,-22.949,0.000
1739045407.109,51.758,-438.477,-378.906,-53.223,0.000
1739045407.113,48.340,-563.965,-362.305,-77.637,0.000
1739045407.117,1.465,125.977,-182.129,-36.133,0.000
1739045407.120,4.395,96.191,-245.605,26.855,0.000
1739045407.125,0.488,-90.820,-247.559,-11.719,0.000
1739045407.128,10.742,68.359,-156.738,-75.195,0.000
1739045407.132,33.203,209.961,-174.805,-70.312,0.000
1739045407.136,-64.453,10.742,-268.066,-75.684,0.000
1739045407.140,-83.496,-236.328,-333.496,-65.430,0.000
1739045407.144,17.578,-238.770,-282.227,-39.551,0.000
1739045407.148,7.324,-179.688,-207.031,-44.434,0.000
1739045407.152,-39.551,-284.180,-323.242,-39.551,0.000
1739045407.156,-57.129,-634.766,-406.738,-33.203,0.000
1739045407.160,-60.059,-214.844,-171.875,-83.496,0.000
1739045407.164,-53.711,155.762,-172.852,-19.531,0.000
1739045407.167,-49.316,-169.434,-252.441,39.551,0.000
1739045407.171,50.293,-185.547,-181.152,-12.695,0.000
1739045407.175,37.598,96.680,-94.727,-11.719,0.000
1739045407.179,-50.781,63.965,-120.605,-22.949,0.000
1739045407.183,-20.996,-219.238,-197.754,-51.270,0.000
1739045407.187,-38.574,-170.410,-127.441,-64.941,0.000
1739045407.191,-41.504,-93.262,-144.043,-62.012,0.000
1739045407.195,-20.996,-211.426,-220.703,-34.180,0.000
1739045407.199,-7.812,-326.172,-185.547,44.922,0.000
