timestamps,TP9,AF7,AF8,TP10,Right AUX
1739045386.900,-51.270,-125.977,-92.285,-17.578,0.000
1739045386.904,-62.988,7.812,-119.141,-24.414,0.000
1739045386.907,-57.129,-499.512,-264.648,-5.371,0.000
1739045386.911,-44.922,-404.297,-117.676,-4.395,0.000
1739045386.915,-34.668,100.586,-5.859,-19.531,0.000
1739045386.919,-23.438,-61.523,-129.883,-15.625,0.000
1739045386.923,-17.090,-205.078,-184.570,-4.883,0.000
1739045386.927,-16.113,-58.105,-98.145,1.465,0.000
1739045386.931,-15.625,-141.113,-187.012,3.418,0.000
1739045386.935,-10.742,-344.238,-287.109,11.230,0.000
1739045386.939,-23.926,-416.016,-282.227,14.160,0.000
1739045386.943,-23.438,-325.195,-214.844,37.598,0.000
1739045386.947,-6.348,-230.469,-186.523,28.809,0.000
1739045386.951,9.277,-422.852,-323.242,-30.273,0.000
1739045386.954,-12.695,-669.434,-361.328,-21.973,0.000
1739045386.958,-30.273,-124.023,-51.270,2.441,0.000
1739045386.962,-17.578,222.168,-9.766,-3.906,0.000
1739045386.966,-4.883,-122.070,-148.926,-9.277,0.000
1739045386.970,-15.137,-172.363,-145.508,-1.465,0.000
1739045386.974,-69.336,40.527,-72.266,-22.461,0.000
1739045386.978,-51.270,65.918,-92.773,-27.832,0.000
1739045386.982,-13.672,-298.340,-253.906,-21.973,0.000
1739045386.986,-35.156,-496.582,-278.320,-41.016,0.000
1739045386.990,-48.340,-269.531,-220.703,-33.203,0.000
1739045386.993,-24.414,-229.004,-233.887,-19.043,0.000
1739045386.997,9.766,-304.199,-213.379,6.348,0.000
1739045387.001,34.180,-100.098,-78.125,70.801,0.000
1739045387.005,34.668,130.859,-2.930,38.574,0.000
1739045387.009,-2.441,89.844,-79.590,-20.996,0.000
1739045387.013,-23.926,-494.141,-259.766,-0.977,0.000
1739045387.017,-24.902,-415.527,-123.535,2.930,0.000
1739045387.021,-36.133,231.445,46.387,-2.441,0.000
1739045387.025,-25.879,28.320,-78.125,6.348,0.000
1739045387.029,-4.395,-133.301,-127.441,24.414,0.000
1739045387.033,5.371,-94.238,-105.957,37.598,0.000
1739045387.036,-13.672,-133.301,-154.297,62.500,0.000
1739045387.040,-8.789,-324.219,-284.180,70.312,0.000
1739045387.044,19.531,-591.309,-315.918,55.176,0.000
1739045387.048,4.883,-105.957,-28.320,46.387,0.000
1739045387.052,-5.371,69.824,-53.223,48.340,0.000
1739045387.056,0.977,-182.617,-169.434,44.434,0.000
1739045387.060,6.836,-26.855,-53.223,12.207,0.000
1739045387.064,20.020,203.613,22.461,0.977,0.000
1739045387.068,-7.324,197.266,-30.762,10.254,0.000
1739045387.072,-24.902,-195.312,-144.531,24.902,0.000
1739045387.076,6.348,-229.980,-107.422,-1.465,0.000
1739045387.079,34.668,-101.074,-166.504,-23.926,0.000
1739045387.083,30.273,-108.398,-208.496,4.883,0.000
1739045387.087,27.832,-536.133,-346.680,12.695,0.000
1739045387.091,12.695,-616.699,-276.855,-2.930,0.000
1739045387.095,-7.812,151.855,14.648,10.742,0.000
1739045387.099,11.719,83.008,-99.121,13.184,0.000
1739045387.103,14.160,-124.023,-162.109,-25.391,0.000
1739045387.107,10.254,67.871,-52.734,-44.434,0.000
1739045387.111,10.742,41.992,-125.977,-40.527,0.000
1739045387.115,12.207,-211.426,-262.207,-19.531,0.000
1739045387.118,5.859,-145.996,-163.574,-23.438,0.000
1739045387.122,14.648,77.148,-63.477,-38.086,0.000
1739045387.126,29.297,-56.152,-178.223,-31.250,0.000
1739045387.130,40.039,-350.098,-330.078,-13.672,0.000
1739045387.134,56.641,-631.836,-334.961,1.953,0.000
1739045387.138,24.902,-157.715,-51.270,-1.465,0.000
1739045387.142,9.766,261.719,8.789,-7.324,0.000
1739045387.146,18.555,-52.246,-120.117,-9.277,0.000
1739045387.150,15.137,-100.098,-104.492,-0.977,0.000
1739045387.154,24.902,118.652,-31.250,-4.883,0.000
1739045387.158,13.672,106.445,-40.039,-12.695,0.000
1739045387.161,-28.320,-113.281,-115.234,-34.668,0.000
1739045387.165,-41.016,-91.797,-87.891,-40.527,0.000
1739045387.169,-10.254,67.383,-49.316,-11.719,0.000
1739045387.173,5.371,-66.406,-153.320,-18.555,0.000
1739045387.177,-26.367,-583.008,-314.941,-15.625,0.000
1739045387.181,-44.922,-557.129,-235.352,-18.066,0.000
1739045387.185,-41.992,82.520,-9.766,-32.227,0.000
1739045387.189,-25.879,20.508,-110.352,-9.766,0.000
1739045387.193,-26.367,-225.098,-216.309,-24.414,0.000
1739045387.196,-24.414,-101.562,-105.469,-45.410,0.000
1739045387.200,-26.367,60.059,-59.082,-48.340,0.000
1739045387.204,-19.531,-55.176,-159.668,-32.227,0.000
1739045387.208,3.906,-209.473,-254.883,-14.648,0.000
1739045387.212,-20.996,-58.105,-165.527,-24.414,0.000
1739045387.216,-21.973,24.902,-168.457,-40.039,0.000
1739045387.220,-8.301,-256.348,-316.895,-32.227,0.000
1739045387.224,-20.508,-751.953,-406.738,-19.043,0.000
1739045387.228,-23.926,-486.328,-235.840,-28.809,0.000
1739045387.232,-44.922,-125.000,-188.477,-30.273,0.000
1739045387.235,-50.293,-320.312,-291.016,-6.348,0.000
1739045387.239,-47.363,-168.945,-203.613,-13.184,0.000
1739045387.243,-45.410,112.793,-121.582,-27.832,0.000
1739045387.247,-50.293,61.035,-200.684,-15.625,0.000
1739045387.251,-65.430,-206.543,-250.977,-12.695,0.000
1739045387.255,-50.293,-195.312,-208.008,-22.949,0.000
1739045387.259,-21.484,22.949,-191.895,-24.902,0.000
1739045387.263,-25.879,28.809,-219.238,-17.090,0.000
1739045387.267,-34.180,-313.965,-326.172,-12.695,0.000
1739045387.271,-34.668,-428.223,-302.734,5.371,0.000
1739045387.275,-38.574,-58.105,-189.941,15.137,0.000
1739045387.278,-12.695,-59.082,-261.719,-4.883,0.000
1739045387.282,-0.488,-368.652,-324.219,-3.418,0.000
1739045387.286,-36.133,-235.352,-221.680,-14.160,0.000
1739045387.290,-33.691,-90.332,-252.930,-13.672,0.000
1739045387.294,-25.391,-336.426,-351.562,-2.930,0.000
1739045387.298,-16.113,-473.145,-311.523,-12.695,0.000
1739045387.302,-30.273,-219.238,-226.562,-16.113,0.000
1739045387.306,-46.875,1.953,-186.523,-38.574,0.000
1739045387.310,-40.527,-180.664,-294.922,-36.621,0.000
1739045387.314,-33.691,-752.930,-454.590,0.977,0.000
1739045387.318,-31.250,-637.207,-320.801,-12.695,0.000
1739045387.321,-23.438,-255.859,-271.973,-9.277,0.000
1739045387.325,-27.832,-478.027,-416.016,7.324,0.000
1739045387.329,-38.574,-497.559,-401.367,-29.297,0.000
1739045387.333,-46.875,-28.809,-196.777,-49.316,0.000
1739045387.337,-48.340,73.242,-233.398,-56.152,0.000
1739045387.341,-27.832,-221.191,-306.152,-27.344,0.000
1739045387.345,-23.438,-236.328,-263.184,-16.602,0.000
1739045387.349,-32.227,-13.672,-257.812,-58.105,0.000
1739045387.353,-25.391,-190.918,-353.027,-62.012,0.000
1739045387.357,-12.695,-424.316,-411.621,-39.551,0.000
1739045387.360,-5.371,-482.422,-404.297,-26.855,0.000
1739045387.364,-30.762,-380.859,-361.328,-33.203,0.000
1739045387.368,-51.758,-153.809,-314.941,-51.270,0.000
1739045387.372,-19.043,-643.555,-535.156,-18.555,0.000
1739045387.376,-3.906,-771.973,-519.043,-14.160,0.000
1739045387.380,-15.137,-123.047,-283.691,-49.805,0.000
1739045387.384,-30.762,-188.477,-380.859,-31.738,0.000
1739045387.388,-43.945,-421.875,-449.219,-29.297,0.000
1739045387.392,-33.691,-309.082,-387.695,-29.785,0.000
1739045387.396,-1.465,-176.758,-371.094,-20.020,0.000
1739045387.400,-0.977,-380.371,-479.492,-11.230,0.000
1739045387.403,-29.297,-594.238,-553.223,-7.812,0.000
1739045387.407,-20.020,-605.469,-523.926,-9.766,0.000
1739045387.411,9.766,-570.801,-493.164,7.324,0.000
1739045387.415,13.184,-698.242,-610.352,13.672,0.000
1739045387.419,-19.531,-884.766,-667.480,-15.625,0.000
1739045387.423,-42.480,-424.316,-435.547,-47.852,0.000
1739045387.427,-37.109,-182.129,-469.727,-24.902,0.000
1739045387.431,-50.293,-530.273,-577.637,-11.719,0.000
1739045387.435,-69.336,-614.746,-583.496,-46.875,0.000
1739045387.439,-93.750,-390.137,-563.965,-99.121,0.000
1739045387.443,-78.125,-419.434,-606.445,-83.008,0.000
1739045387.447,-53.223,-657.227,-659.180,-38.574,0.000
1739045387.450,-84.961,-630.371,-642.090,-58.105,0.000
1739045387.454,-62.012,-653.320,-693.848,-39.551,0.000
1739045387.458,-53.223,-801.270,-696.289,-41.016,0.000
1739045387.462,-33.691,-918.457,-795.410,-38.574,0.000
1739045387.466,-27.344,-854.980,-769.531,-35.156,0.000
1739045387.470,-100.098,-485.840,-589.844,-78.613,0.000
1739045387.474,-106.934,-622.559,-661.621,-57.617,0.000
1739045387.478,-64.453,-743.652,-663.086,-43.945,0.000
1739045387.482,-48.828,-505.371,-580.566,-52.734,0.000
1739045387.486,-52.246,-355.469,-548.828,-22.461,0.000
1739045387.489,1.953,-523.438,-629.883,-20.996,0.000
1739045387.493,-7.812,-706.543,-670.410,-55.176,0.000
1739045387.497,-62.500,-561.523,-619.141,-63.965,0.000
1739045387.501,-21.973,-631.348,-658.691,-17.090,0.000
1739045387.505,-12.207,-870.117,-764.160,33.691,0.000
1739045387.509,-81.055,-880.859,-768.066,-23.926,0.000
1739045387.513,-91.797,-553.711,-575.195,-42.969,0.000
1739045387.517,-49.316,-304.688,-504.395,-34.180,0.000
1739045387.521,-24.902,-615.234,-612.793,-6.836,0.000
1739045387.525,1.953,-712.402,-603.027,32.715,0.000
1739045387.529,-60.547,-226.074,-420.410,-30.273,0.000
1739045387.533,-118.164,-169.922,-399.414,-67.871,0.000
1739045387.536,-79.102,-682.129,-543.945,-46.387,0.000
1739045387.540,-72.266,-705.078,-475.098,-40.527,0.000
1739045387.544,-115.723,14.648,-222.168,-64.941,0.000
1739045387.548,-89.844,57.617,-277.832,-59.570,0.000
1739045387.552,-14.160,-503.418,-401.855,12.695,0.000
1739045387.556,-14.160,-415.039,-278.809,-20.996,0.000
1739045387.560,-50.293,351.562,-7.324,-109.375,0.000
1739045387.564,-73.730,440.918,-34.180,-67.871,0.000
1739045387.568,-47.852,92.773,-136.719,-51.270,0.000
1739045387.571,-12.207,206.543,-20.020,-60.547,0.000
1739045387.576,-36.133,607.422,107.910,-41.992,0.000
1739045387.580,-35.645,491.699,27.832,-26.367,0.000
1739045387.583,-52.246,258.789,9.766,-31.250,0.000
1739045387.587,-105.957,518.066,98.633,-49.805,0.000
1739045387.591,-84.473,752.930,153.320,-46.875,0.000
1739045387.595,-59.570,410.156,15.137,-20.020,0.000
1739045387.599,-61.523,75.684,-115.723,0.000,0.000
1739045387.603,-84.961,266.602,15.625,-15.137,0.000
1739045387.607,-96.191,426.758,71.289,-11.719,0.000
1739045387.611,-85.938,182.129,-121.094,7.812,0.000
1739045387.615,-81.055,-89.355,-161.621,11.230,0.000
1739045387.618,-95.703,483.887,117.676,-5.371,0.000
1739045387.622,-85.938,763.184,106.934,4.395,0.000
1739045387.626,-56.641,446.289,9.277,11.230,0.000
1739045387.630,-66.895,419.922,0.977,-18.555,0.000
1739045387.634,-72.754,620.605,59.082,-32.227,0.000
1739045387.638,-58.594,607.422,43.457,-14.160,0.000
1739045387.642,-54.688,137.695,-129.883,19.531,0.000
1739045387.646,-9.766,-35.645,-178.223,76.172,0.000
1739045387.650,25.391,347.656,-29.297,58.105,0.000
1739045387.654,-5.859,276.855,-73.242,-1.465,0.000
1739045387.657,-47.363,-47.363,-192.871,-5.859,0.000
1739045387.661,-66.895,84.961,-76.660,-24.414,0.000
1739045387.665,-85.449,274.902,-8.789,-41.016,0.000
1739045387.669,-66.895,51.758,-139.160,-38.574,0.000
1739045387.673,-27.344,-273.438,-247.070,-36.621,0.000
1739045387.677,-45.410,-93.262,-120.605,-41.504,0.000
1739045387.681,-81.055,132.324,-54.199,-66.406,0.000
1739045387.685,-28.809,-24.414,-187.500,9.766,0.000
1739045387.689,23.926,-774.902,-507.812,67.871,0.000
1739045387.693,-20.020,-835.449,-425.781,7.324,0.000
1739045387.697,-8.301,-251.953,-204.590,-14.160,0.000
1739045387.700,19.531,-360.352,-332.520,-35.645,0.000
1739045387.704,-27.832,-282.715,-237.305,-1.465,0.000
1739045387.708,-41.992,144.043,19.531,-1.953,0.000
1739045387.712,5.371,193.848,-1.465,-12.207,0.000
1739045387.716,17.578,-96.191,-92.285,29.785,0.000
1739045387.720,-11.230,-39.062,-24.414,12.695,0.000
1739045387.724,-19.043,238.281,62.500,-18.066,0.000
1739045387.728,-6.348,300.293,85.938,-49.316,0.000
1739045387.732,8.789,112.305,64.941,-26.855,0.000
1739045387.736,0.488,5.371,65.430,-16.113,0.000
1739045387.740,8.789,96.680,94.727,-7.812,0.000
1739045387.743,13.672,342.285,146.484,-8.789,0.000
1739045387.747,22.461,-97.656,17.090,44.434,0.000
1739045387.751,5.859,-242.676,32.227,65.918,0.000
1739045387.755,-10.254,529.785,254.395,-14.160,0.000
1739045387.759,-10.254,465.820,174.316,-15.137,0.000
1739045387.763,-19.043,319.336,162.598,12.207,0.000
1739045387.767,-38.086,499.023,238.281,21.484,0.000
1739045387.771,-20.508,573.242,216.797,2.441,0.000
1739045387.775,10.742,321.289,132.812,-8.301,0.000
1739045387.779,-0.488,166.504,125.488,-13.672,0.000
1739045387.783,-7.324,180.664,137.695,-35.156,0.000
1739045387.786,-9.766,169.434,124.512,-48.828,0.000
1739045387.790,-16.602,23.438,41.504,-40.527,0.000
1739045387.794,4.883,-305.176,49.316,-27.344,0.000
1739045387.798,-20.996,197.266,228.027,-21.973,0.000
1739045387.802,-49.805,593.262,223.633,-14.648,0.000
1739045387.806,-29.785,292.480,117.188,-18.555,0.000
1739045387.810,-35.156,222.656,126.465,-14.648,0.000
1739045387.814,-49.316,463.867,200.195,-8.789,0.000
1739045387.818,-63.965,446.777,176.270,-5.371,0.000
1739045387.822,-61.523,201.660,144.531,-15.137,0.000
1739045387.825,-45.898,226.074,145.996,-20.020,0.000
1739045387.829,-37.598,166.504,98.145,-3.418,0.000
1739045387.833,-55.176,41.992,75.195,-5.371,0.000
1739045387.837,-54.688,-454.590,-113.281,0.000,0.000
1739045387.841,-39.062,-524.902,-106.445,0.000,0.000
1739045387.845,-39.551,241.211,156.738,-12.695,0.000
1739045387.849,-39.062,195.801,64.941,-7.324,0.000
1739045387.853,-53.223,-46.387,26.367,-15.137,0.000
1739045387.857,-62.988,110.840,90.820,-34.668,0.000
1739045387.861,-41.504,271.484,108.398,0.977,0.000
1739045387.865,13.672,65.430,9.766,37.598,0.000
1739045387.868,-10.254,-90.332,-46.875,2.930,0.000
1739045387.872,-90.332,64.453,48.340,-31.250,0.000
1739045387.876,-90.820,-24.414,20.508,-4.883,0.000
1739045387.880,-68.848,-328.125,-128.906,-26.367,0.000
1739045387.884,-49.316,-660.156,-224.609,-42.480,0.000
1739045387.888,-45.898,-208.008,-8.301,-15.625,0.000
1739045387.892,-39.551,215.820,42.969,-24.414,0.000
1739045387.896,-31.738,-135.742,-124.023,-14.648,0.000
1739045387.900,-37.109,-208.984,-97.168,-21.484,0.000
1739045387.904,-48.828,49.316,8.789,-37.598,0.000
1739045387.908,-49.316,29.785,-23.438,-15.137,0.000
1739045387.911,-34.668,-221.191,-107.422,-2.930,0.000
1739045387.915,5.859,-164.062,-65.918,-2.441,0.000
1739045387.919,8.789,19.531,-13.184,-22.461,0.000
1739045387.923,-26.855,-160.156,-135.742,-15.625,0.000
1739045387.927,-33.203,-675.293,-346.680,-0.488,0.000
1739045387.931,-28.320,-711.914,-279.785,-23.926,0.000
1739045387.935,-44.922,-47.363,16.113,-18.066,0.000
1739045387.939,-36.133,37.109,-49.316,3.418,0.000
1739045387.943,-8.301,-306.152,-220.215,19.043,0.000
1739045387.946,-10.254,-296.875,-146.484,-7.812,0.000
1739045387.950,-9.766,27.344,-13.672,-27.832,0.000
1739045387.954,0.488,-138.672,-163.574,-15.137,0.000
1739045387.958,-3.418,-442.871,-250.977,-12.695,0.000
1739045387.962,-9.766,-173.340,-93.262,-22.949,0.000
1739045387.966,-7.812,63.477,-39.062,-20.508,0.000
1739045387.970,40.039,-298.340,-257.324,0.977,0.000
1739045387.974,64.941,-607.910,-333.496,22.461,0.000
1739045387.978,19.043,-349.609,-136.719,24.902,0.000
1739045387.982,7.324,26.367,-1.465,-9.766,0.000
1739045387.986,49.805,-202.637,-182.129,15.625,0.000
1739045387.989,59.570,-687.500,-352.539,15.137,0.000
1739045387.993,21.973,-161.621,-42.969,-41.504,0.000
1739045387.997,25.879,148.438,2.441,-34.180,0.000
1739045388.001,30.762,-174.316,-127.930,-8.301,0.000
1739045388.005,4.883,-188.965,-109.863,-7.324,0.000
1739045388.009,7.812,96.191,-22.949,-16.602,0.000
1739045388.013,20.020,42.969,-98.633,-17.090,0.000
1739045388.017,10.742,-322.754,-257.812,-14.160,0.000
1739045388.021,3.906,-482.422,-281.250,-37.109,0.000
1739045388.025,3.906,-256.348,-187.988,-67.871,0.000
1739045388.029,9.766,3.906,-153.320,-61.523,0.000
1739045388.032,30.273,-442.871,-315.918,-7.324,0.000
1739045388.036,13.184,-490.234,-255.859,-15.625,0.000
1739045388.040,-0.488,35.645,-154.785,-69.824,0.000
1739045388.044,-1.465,-91.797,-260.254,-68.848,0.000
1739045388.048,-4.883,-322.266,-311.523,-61.035,0.000
1739045388.052,-18.555,-217.285,-252.930,-60.547,0.000
1739045388.056,-51.758,-85.938,-226.562,-49.316,0.000
1739045388.060,-46.875,-205.078,-277.344,-36.133,0.000
1739045388.064,-18.555,-489.746,-363.770,-9.766,0.000
1739045388.068,-22.949,-491.699,-314.453,-18.066,0.000
1739045388.071,-44.434,-376.465,-257.324,-48.828,0.000
1739045388.075,-32.715,-570.312,-390.137,-39.551,0.000
1739045388.079,-14.648,-792.480,-437.500,-8.789,0.000
1739045388.083,-48.340,-327.148,-186.523,-35.156,0.000
1739045388.087,-83.496,-22.461,-169.434,-47.363,0.000
1739045388.091,-77.637,-271.484,-242.188,-29.785,0.000
1739045388.095,-75.195,-309.082,-226.562,-33.691,0.000
1739045388.099,-55.664,-120.605,-199.707,-28.809,0.000
1739045388.103,-45.410,-160.156,-235.840,-27.832,0.000
1739045388.107,-39.062,-383.301,-322.754,-40.039,0.000
1739045388.111,-17.090,-593.750,-383.301,-34.180,0.000
1739045388.114,-3.418,-496.582,-344.238,-52.246,0.000
1739045388.118,-49.805,-235.352,-292.969,-53.711,0.000
1739045388.122,-87.402,-651.855,-494.629,-20.508,0.000
1739045388.126,-56.152,-762.207,-456.543,-28.809,0.000
1739045388.130,-58.594,-175.781,-229.980,-49.805,0.000
1739045388.134,-74.219,-209.473,-292.480,-52.734,0.000
1739045388.138,-82.520,-405.762,-306.641,-51.270,0.000
1739045388.142,-79.102,-217.773,-190.918,-66.895,0.000
1739045388.146,-59.570,-19.531,-147.949,-51.758,0.000
1739045388.150,-37.598,-192.383,-242.676,-16.113,0.000
1739045388.154,-19.043,-389.648,-325.195,-24.414,0.000
1739045388.157,-36.133,-364.746,-274.902,-25.391,0.000
1739045388.161,-34.668,-354.004,-248.047,-17.090,0.000
1739045388.165,-18.066,-542.480,-385.254,-8.789,0.000
1739045388.169,-32.227,-770.996,-421.387,-10.742,0.000
1739045388.173,-28.809,-337.402,-223.633,-18.555,0.000
1739045388.177,10.742,14.160,-230.469,-17.090,0.000
1739045388.181,-10.254,-216.309,-306.641,-34.180,0.000
1739045388.185,-37.109,-229.980,-313.477,-22.461,0.000
1739045388.189,-23.438,-14.648,-324.707,-20.020,0.000
1739045388.193,-22.461,-153.320,-436.523,9.766,0.000
1739045388.197,-33.203,-513.184,-545.410,41.016,0.000
1739045388.201,-57.617,-566.895,-566.895,-5.859,0.000
1739045388.204,-58.594,-570.312,-606.934,-40.039,0.000
1739045388.208,-69.824,-616.211,-576.172,-46.387,0.000
1739045388.212,-57.129,-791.016,-702.148,-20.996,0.000
1739045388.216,-51.270,-830.566,-722.168,-31.250,0.000
1739045388.220,-62.012,-381.836,-516.113,-62.012,0.000
1739045388.224,-42.969,-431.152,-586.914,-28.809,0.000
1739045388.228,-66.406,-650.391,-629.883,-31.250,0.000
1739045388.232,-104.980,-563.965,-583.496,-56.641,0.000
1739045388.236,-108.887,-431.152,-567.871,-69.336,0.000
1739045388.240,-120.117,-566.406,-636.719,-57.617,0.000
1739045388.243,-109.863,-726.562,-652.832,-13.184,0.000
1739045388.247,-75.195,-514.160,-565.918,-51.758,0.000
1739045388.251,-102.051,-605.469,-607.422,-113.281,0.000
1739045388.255,-132.324,-887.695,-720.703,-104.492,0.000
1739045388.259,-116.699,-899.414,-711.426,-96.191,0.000
1739045388.263,-121.582,-667.480,-513.672,-105.957,0.000
1739045388.267,-134.766,-309.082,-393.555,-112.305,0.000
1739045388.271,-154.785,-541.992,-511.230,-120.117,0.000
1739045388.275,-167.480,-698.242,-517.090,-109.863,0.000
1739045388.279,-155.273,-217.285,-312.012,-121.094,0.000
1739045388.283,-124.023,-17.578,-261.719,-142.090,0.000
1739045388.287,-138.672,-535.156,-443.848,-120.117,0.000
1739045388.290,-189.453,-774.902,-458.008,-136.719,0.000
1739045388.294,-214.355,-245.117,-265.625,-179.199,0.000
1739045388.298,-177.246,-246.094,-296.875,-109.375,0.000
1739045388.302,-178.711,-702.148,-408.691,-97.168,0.000
1739045388.306,-233.398,-692.871,-292.969,-242.188,0.000
1739045388.310,-268.066,23.926,35.645,-359.375,0.000
1739045388.314,-270.020,102.051,18.555,-382.812,0.000
1739045388.318,-287.109,-133.789,16.602,-380.371,0.000
1739045388.322,-311.035,86.426,168.457,-393.066,0.000
1739045388.326,-307.617,438.477,284.180,-399.902,0.000
1739045388.329,-283.691,396.484,286.133,-404.785,0.000
1739045388.333,-259.277,300.293,305.664,-397.949,0.000
1739045388.337,-275.391,513.184,393.555,-388.672,0.000
1739045388.341,-261.719,692.871,414.551,-360.840,0.000
1739045388.345,-232.910,378.906,355.957,-324.707,0.000
1739045388.349,-227.051,115.234,357.910,-301.270,0.000
1739045388.353,-222.168,383.789,413.574,-295.898,0.000
1739045388.357,-242.188,779.785,483.398,-305.664,0.000
1739045388.361,-225.586,619.629,425.293,-288.574,0.000
1739045388.365,-180.176,424.805,420.410,-265.625,0.000
1739045388.368,-169.922,796.875,518.555,-273.438,0.000
1739045388.372,-203.613,999.512,538.086,-240.723,0.000
1739045388.376,-198.730,575.195,401.367,-194.824,0.000
1739045388.380,-147.949,183.105,372.559,-234.375,0.000
1739045388.384,-158.691,819.336,515.137,-201.172,0.000
1739045388.388,-166.992,993.164,481.445,-136.719,0.000
1739045388.392,-125.977,558.105,400.879,-153.320,0.000
1739045388.396,-127.441,463.867,388.184,-167.969,0.000
1739045388.400,-165.527,812.012,427.246,-185.059,0.000
1739045388.404,-167.480,823.242,382.324,-157.227,0.000
1739045388.408,-132.812,231.445,246.094,-122.070,0.000
1739045388.411,-97.656,193.848,265.625,-142.090,0.000
1739045388.415,-114.258,672.852,342.773,-64.941,0.000
1739045388.419,-169.922,524.902,245.117,-38.574,0.000
1739045388.423,-176.758,335.938,207.520,-173.340,0.000
1739045388.427,-159.180,432.129,237.793,-181.152,0.000
1739045388.431,-144.043,525.391,217.285,-150.879,0.000
1739045388.435,-121.582,350.586,149.902,-122.559,0.000
1739045388.439,-127.930,69.824,74.219,-85.449,0.000
1739045388.443,-131.348,32.715,79.102,-74.219,0.000
1739045388.447,-125.977,96.680,99.121,-63.965,0.000
1739045388.450,-127.441,-90.332,-49.316,-75.684,0.000
1739045388.454,-125.488,-455.566,-179.688,-44.434,0.000
1739045388.458,-137.207,-34.668,23.926,-0.488,0.000
1739045388.462,-146.973,261.230,66.406,31.738,0.000
1739045388.466,-160.156,-73.730,-44.922,13.672,0.000
1739045388.470,-162.598,-95.215,-32.227,-51.270,0.000
1739045388.474,-125.977,84.961,-6.836,-38.574,0.000
1739045388.478,-128.418,24.414,-62.500,-27.832,0.000
1739045388.482,-175.293,-205.078,-181.641,-34.668,0.000
1739045388.486,-177.734,-472.656,-299.805,-25.879,0.000
1739045388.490,-156.738,-415.039,-266.602,-20.996,0.000
1739045388.494,-139.648,-207.031,-223.145,-13.184,0.000
1739045388.498,-115.234,-674.805,-481.934,23.438,0.000
1739045388.501,-126.953,-854.980,-480.469,30.762,0.000
1739045388.505,-150.879,-356.445,-281.250,3.906,0.000
1739045388.509,-99.121,-438.477,-409.668,41.992,0.000
1739045388.513,-64.941,-669.922,-472.656,57.129,0.000
1739045388.517,-100.586,-552.734,-422.363,44.434,0.000
1739045388.521,-85.449,-415.039,-404.297,77.637,0.000
1739045388.525,-55.664,-571.777,-484.863,91.309,0.000
1739045388.529,-66.406,-753.906,-573.242,55.176,0.000
1739045388.533,-67.871,-779.297,-551.270,41.016,0.000
1739045388.537,-37.598,-792.969,-491.211,77.148,0.000
1739045388.541,-6.348,-885.742,-595.215,113.281,0.000
1739045388.544,-11.230,-823.730,-597.168,95.703,0.000
1739045388.548,-14.160,-483.398,-405.273,68.359,0.000
1739045388.552,-0.488,-333.008,-377.930,78.125,0.000
1739045388.556,25.879,-620.117,-495.117,93.750,0.000
1739045388.560,47.852,-875.488,-557.617,98.145,0.000
1739045388.564,76.660,-491.211,-391.113,81.543,0.000
1739045388.568,65.918,-302.246,-400.879,95.215,0.000
1739045388.572,42.969,-609.863,-460.449,137.207,0.000
1739045388.576,70.312,-657.227,-447.754,134.277,0.000
1739045388.580,68.359,-557.129,-481.934,107.910,0.000
1739045388.583,79.590,-618.652,-446.777,94.727,0.000
1739045388.587,113.770,-789.551,-592.773,149.902,0.000
1739045388.591,116.211,-979.492,-627.930,158.203,0.000
1739045388.595,92.285,-479.980,-324.707,110.840,0.000
1739045388.599,97.656,-206.055,-330.566,122.559,0.000
1739045388.603,97.168,-362.305,-366.211,104.004,0.000
1739045388.607,102.051,-235.352,-285.156,79.590,0.000
1739045388.611,137.695,-67.871,-256.348,84.473,0.000
1739045388.615,113.281,-186.035,-316.406,110.840,0.000
1739045388.619,84.961,-467.285,-373.535,104.004,0.000
1739045388.623,75.684,-354.492,-314.941,102.051,0.000
1739045388.626,98.145,-212.402,-287.598,132.324,0.000
1739045388.630,135.742,-457.520,-405.762,150.391,0.000
1739045388.634,123.047,-782.227,-460.449,135.742,0.000
1739045388.638,97.168,-380.859,-252.441,96.680,0.000
1739045388.642,99.121,62.012,-199.707,84.961,0.000
1739045388.646,113.281,-165.527,-282.227,102.539,0.000
1739045388.650,125.977,-229.492,-284.180,103.516,0.000
1739045388.654,109.375,-31.738,-219.727,88.379,0.000
1739045388.658,82.520,-40.527,-243.652,95.215,0.000
1739045388.662,106.445,-294.922,-288.086,110.352,0.000
1739045388.665,112.793,-237.793,-224.121,139.648,0.000
1739045388.669,112.793,-59.570,-236.328,165.039,0.000
1739045388.673,91.309,-250.488,-297.852,94.727,0.000
1739045388.677,83.008,-721.680,-435.547,85.449,0.000
1739045388.681,81.543,-812.988,-425.781,112.793,0.000
1739045388.685,49.316,-163.574,-140.625,83.496,0.000
1739045388.689,62.012,-32.715,-151.367,100.586,0.000
1739045388.693,70.312,-200.684,-216.797,112.305,0.000
1739045388.697,61.523,-55.176,-97.656,94.238,0.000
1739045388.701,42.969,131.836,-13.184,85.938,0.000
1739045388.705,21.973,0.488,-100.098,87.402,0.000
1739045388.708,37.598,-187.012,-167.480,102.051,0.000
1739045388.712,65.918,-19.531,-32.715,113.281,0.000
1739045388.716,77.148,81.055,-40.039,127.930,0.000
